cases	file_name	project
TCGA-85-A53L-01A-21D-A26N-05	9305216133_R06C01_Red.idat	TCGA-LUSC
TCGA-43-6773-01A-41D-1947-05	6264496026_R04C02_Grn.idat	TCGA-LUSC
TCGA-56-A5DS-01A-11D-A27L-05	9283265144_R03C02_Grn.idat	TCGA-LUSC
TCGA-MF-A522-01A-11D-A25R-05	8784241048_R02C02_Grn.idat	TCGA-LUSC
TCGA-56-8082-01A-11D-2245-05	6264488072_R06C01_Grn.idat	TCGA-LUSC
TCGA-43-A56V-01A-11D-A26N-05	9305216074_R02C02_Red.idat	TCGA-LUSC
TCGA-63-A5MN-01A-22D-A27L-05	9283265144_R06C01_Red.idat	TCGA-LUSC
TCGA-33-AASJ-01A-11D-A408-05	3999492078_R01C02_Grn.idat	TCGA-LUSC
TCGA-96-8169-01A-11D-2294-05	6285633054_R05C01_Grn.idat	TCGA-LUSC
TCGA-39-5028-01A-01D-1440-05	6055424076_R02C01_Grn.idat	TCGA-LUSC
TCGA-77-7465-01A-11D-2043-05	6285633079_R04C01_Grn.idat	TCGA-LUSC
TCGA-60-2703-01A-11D-2043-05	6285633083_R02C02_Red.idat	TCGA-LUSC
TCGA-56-A4BW-01A-11D-A24I-05	8784241001_R04C02_Red.idat	TCGA-LUSC
TCGA-22-5491-01A-01D-1633-05	6042308120_R04C02_Grn.idat	TCGA-LUSC
TCGA-98-A53B-01A-11D-A25R-05	8784241130_R05C01_Grn.idat	TCGA-LUSC
TCGA-56-A62T-01A-11D-A408-05	3999492078_R04C01_Red.idat	TCGA-LUSC
TCGA-63-A5MB-01A-11D-A26N-05	9305216074_R01C01_Grn.idat	TCGA-LUSC
TCGA-56-8309-01A-11D-2294-05	7796806154_R03C02_Grn.idat	TCGA-LUSC
TCGA-85-6175-01A-11D-1818-05	6057825048_R01C02_Grn.idat	TCGA-LUSC
TCGA-98-8021-01A-11D-2245-05	6264488074_R04C02_Red.idat	TCGA-LUSC
TCGA-21-5782-01A-01D-1633-05	6042308087_R06C02_Grn.idat	TCGA-LUSC
TCGA-56-7580-01A-11D-2043-05	6285633079_R05C01_Red.idat	TCGA-LUSC
TCGA-56-8304-01A-11D-2324-05	7786923103_R01C01_Red.idat	TCGA-LUSC
TCGA-77-8154-01A-11D-2245-05	6264488074_R05C01_Grn.idat	TCGA-LUSC
TCGA-77-8138-01A-11D-2245-05	6264488072_R04C01_Red.idat	TCGA-LUSC
TCGA-39-5039-01A-01D-1440-05	6055424040_R02C01_Grn.idat	TCGA-LUSC
TCGA-85-A510-01A-11D-A26N-05	9305216126_R05C01_Grn.idat	TCGA-LUSC
TCGA-22-5491-11A-01D-1633-05	6042308087_R05C01_Grn.idat	TCGA-LUSC
TCGA-77-A5GH-01A-11D-A27L-05	9283265142_R02C02_Red.idat	TCGA-LUSC
TCGA-85-7844-01A-11D-2123-05	6929742070_R02C01_Red.idat	TCGA-LUSC
TCGA-33-4583-11A-01D-1440-05	6055424076_R02C02_Grn.idat	TCGA-LUSC
TCGA-56-A4ZJ-01A-11D-A25R-05	8784241130_R01C01_Red.idat	TCGA-LUSC
TCGA-NC-A5HQ-01A-11D-A26N-05	9305216133_R06C02_Red.idat	TCGA-LUSC
TCGA-58-8391-01A-11D-2324-05	7786923103_R02C02_Red.idat	TCGA-LUSC
TCGA-56-7223-01A-11D-2043-05	6285633079_R02C02_Grn.idat	TCGA-LUSC
TCGA-56-7221-01A-11D-2043-05	6285633083_R01C01_Grn.idat	TCGA-LUSC
TCGA-58-8388-01A-11D-2324-05	7786923090_R04C02_Grn.idat	TCGA-LUSC
TCGA-NK-A5CX-01A-11D-A26N-05	9305216121_R04C01_Red.idat	TCGA-LUSC
TCGA-39-5029-11A-01D-1440-05	6055424054_R02C02_Red.idat	TCGA-LUSC
TCGA-39-5034-11A-01D-1440-05	6055424086_R05C01_Red.idat	TCGA-LUSC
TCGA-56-6545-01A-11D-1818-05	6057825048_R06C02_Red.idat	TCGA-LUSC
TCGA-56-8625-01A-11D-2398-05	8784225054_R01C02_Grn.idat	TCGA-LUSC
TCGA-98-A53J-01A-11D-A26N-05	9305216121_R05C02_Grn.idat	TCGA-LUSC
TCGA-92-8063-01A-11D-2245-05	6264488074_R02C02_Red.idat	TCGA-LUSC
TCGA-63-A5MH-01A-12D-A27L-05	9283265142_R02C01_Grn.idat	TCGA-LUSC
TCGA-O2-A52W-01A-11D-A26N-05	9305216126_R05C02_Red.idat	TCGA-LUSC
TCGA-56-7579-01A-11D-2043-05	6285633073_R05C02_Red.idat	TCGA-LUSC
TCGA-77-A5G7-01B-11D-A27L-05	9283265144_R03C01_Grn.idat	TCGA-LUSC
TCGA-77-6844-01A-11D-1947-05	6264496025_R03C02_Grn.idat	TCGA-LUSC
TCGA-39-5028-11A-01D-1440-05	6055424076_R01C01_Red.idat	TCGA-LUSC
TCGA-22-5480-11A-01D-1633-05	6042308087_R03C01_Red.idat	TCGA-LUSC
TCGA-77-7138-01A-41D-2043-05	6285633083_R06C01_Red.idat	TCGA-LUSC
TCGA-70-6722-01A-11D-1818-05	6057825034_R06C02_Grn.idat	TCGA-LUSC
TCGA-77-A5G7-01B-11D-A27L-05	9283265144_R03C01_Red.idat	TCGA-LUSC
TCGA-34-5239-01A-21D-1818-05	6057825034_R01C02_Red.idat	TCGA-LUSC
TCGA-39-5036-11A-01D-1440-05	6055424084_R02C02_Red.idat	TCGA-LUSC
TCGA-6A-AB49-01A-12D-A408-05	3999492078_R06C02_Grn.idat	TCGA-LUSC
TCGA-94-8035-01A-11D-2245-05	6264488074_R02C01_Grn.idat	TCGA-LUSC
TCGA-22-5477-01A-01D-1633-05	6042308078_R06C02_Grn.idat	TCGA-LUSC
TCGA-39-5019-11A-01D-1818-05	6057825101_R03C02_Red.idat	TCGA-LUSC
TCGA-85-A511-01A-21D-A25R-05	8784241048_R06C02_Red.idat	TCGA-LUSC
TCGA-58-8391-01A-11D-2324-05	7786923103_R02C02_Grn.idat	TCGA-LUSC
TCGA-39-5028-11A-01D-1440-05	6055424076_R01C01_Grn.idat	TCGA-LUSC
TCGA-33-A4WN-01A-11D-A25R-05	8784241130_R05C02_Grn.idat	TCGA-LUSC
TCGA-43-8116-01A-11D-2245-05	6264488071_R03C01_Red.idat	TCGA-LUSC
TCGA-39-5034-11A-01D-1440-05	6055424086_R05C01_Grn.idat	TCGA-LUSC
TCGA-77-7140-01A-41D-2043-05	6285633079_R03C01_Grn.idat	TCGA-LUSC
TCGA-56-7222-01A-11D-2043-05	6285633073_R06C02_Red.idat	TCGA-LUSC
TCGA-34-A5IX-01A-12D-A27L-05	9283265142_R03C02_Grn.idat	TCGA-LUSC
TCGA-56-8307-01A-11D-2294-05	6285633040_R01C02_Red.idat	TCGA-LUSC
TCGA-98-8023-01A-11D-2245-05	6264488072_R02C01_Red.idat	TCGA-LUSC
TCGA-77-8128-01A-11D-2245-05	6264488072_R01C02_Grn.idat	TCGA-LUSC
TCGA-33-4589-01A-01D-1440-05	6055424084_R05C02_Red.idat	TCGA-LUSC
TCGA-85-A513-01A-12D-A26N-05	9305216133_R05C02_Red.idat	TCGA-LUSC
TCGA-34-5231-01A-21D-1818-05	6057825034_R04C01_Grn.idat	TCGA-LUSC
TCGA-34-5239-01A-21D-1818-05	6057825034_R01C02_Grn.idat	TCGA-LUSC
TCGA-NC-A5HJ-01A-11D-A26N-05	9305216133_R04C02_Red.idat	TCGA-LUSC
TCGA-77-8140-01A-11D-2245-05	6264488072_R05C01_Red.idat	TCGA-LUSC
TCGA-22-5477-11A-11D-1633-05	6042308099_R05C02_Grn.idat	TCGA-LUSC
TCGA-63-A5MU-01A-11D-A26N-05	9305216121_R06C01_Grn.idat	TCGA-LUSC
TCGA-39-5035-11A-01D-1440-05	6055424086_R04C01_Grn.idat	TCGA-LUSC
TCGA-21-5786-01A-01D-1633-05	6042308078_R01C02_Red.idat	TCGA-LUSC
TCGA-77-6842-01A-11D-1947-05	6264496025_R06C01_Grn.idat	TCGA-LUSC
TCGA-77-6842-01A-11D-1947-05	6264496025_R06C01_Red.idat	TCGA-LUSC
TCGA-77-8146-01A-11D-2245-05	6264488076_R01C01_Red.idat	TCGA-LUSC
TCGA-56-A62T-01A-11D-A408-05	3999492078_R04C01_Grn.idat	TCGA-LUSC
TCGA-22-4601-01A-01D-1440-05	6055424054_R06C02_Grn.idat	TCGA-LUSC
TCGA-58-A46L-01A-11D-A24I-05	8784241001_R01C02_Red.idat	TCGA-LUSC
TCGA-22-5491-11A-01D-1633-05	6042308087_R05C01_Red.idat	TCGA-LUSC
TCGA-70-6723-01A-11D-1818-05	6057825034_R03C01_Grn.idat	TCGA-LUSC
TCGA-63-A5MG-01A-12D-A27L-05	9283265127_R04C02_Grn.idat	TCGA-LUSC
TCGA-77-8139-01A-11D-2245-05	6264488072_R01C01_Grn.idat	TCGA-LUSC
TCGA-68-8250-01A-11D-2294-05	6285633054_R01C02_Grn.idat	TCGA-LUSC
TCGA-NC-A5HL-01A-11D-A26N-05	9305216121_R06C02_Red.idat	TCGA-LUSC
TCGA-34-5929-11A-01D-1818-05	6057825101_R01C02_Red.idat	TCGA-LUSC
TCGA-77-8009-01A-11D-2185-05	7786923091_R03C01_Red.idat	TCGA-LUSC
TCGA-77-8130-01A-11D-2245-05	6264488071_R06C01_Red.idat	TCGA-LUSC
TCGA-NC-A5HD-01A-11D-A26N-05	9305216133_R02C02_Red.idat	TCGA-LUSC
TCGA-33-6737-01A-11D-1818-05	6057825048_R04C01_Grn.idat	TCGA-LUSC
TCGA-58-8387-01A-11D-2294-05	6285633054_R06C01_Grn.idat	TCGA-LUSC
TCGA-22-5472-11A-11D-1633-05	6042308087_R06C01_Grn.idat	TCGA-LUSC
TCGA-63-7023-01A-11D-1947-05	6264496025_R05C01_Grn.idat	TCGA-LUSC
TCGA-L3-A524-01A-11D-A25R-05	8784241130_R04C01_Grn.idat	TCGA-LUSC
TCGA-33-4586-11A-01D-1440-05	6055424054_R03C02_Red.idat	TCGA-LUSC
TCGA-43-3394-11A-01D-1551-05	6042316106_R02C02_Grn.idat	TCGA-LUSC
TCGA-77-7463-01A-11D-2043-05	6285633079_R01C02_Grn.idat	TCGA-LUSC
TCGA-43-5668-01A-01D-1633-05	6042308120_R05C01_Grn.idat	TCGA-LUSC
TCGA-56-8083-01A-11D-2245-05	6264488072_R03C02_Grn.idat	TCGA-LUSC
TCGA-34-8456-01A-21D-2324-05	7786923103_R05C02_Red.idat	TCGA-LUSC
TCGA-22-5489-01A-01D-1633-05	6042308087_R02C01_Grn.idat	TCGA-LUSC
TCGA-34-8454-01A-11D-2324-05	7786923103_R06C01_Red.idat	TCGA-LUSC
TCGA-33-4582-11A-01D-1440-05	6055424076_R05C02_Grn.idat	TCGA-LUSC
TCGA-22-5473-01A-01D-1633-05	6042308087_R04C02_Grn.idat	TCGA-LUSC
TCGA-85-A512-01A-11D-A26N-05	9305216159_R01C01_Red.idat	TCGA-LUSC
TCGA-56-A4BY-01A-11D-A24I-05	8784241001_R06C02_Grn.idat	TCGA-LUSC
TCGA-98-8020-01A-11D-2245-05	6264488071_R02C01_Red.idat	TCGA-LUSC
TCGA-85-8584-01A-11D-2398-05	8784225109_R01C01_Red.idat	TCGA-LUSC
TCGA-56-8629-01A-11D-2398-05	8784225054_R06C02_Grn.idat	TCGA-LUSC
TCGA-92-8065-01A-11D-2245-05	6264488072_R03C01_Red.idat	TCGA-LUSC
TCGA-22-4599-11A-01D-1440-05	6055424084_R06C02_Grn.idat	TCGA-LUSC
TCGA-77-A5G1-01A-11D-A27L-05	9283265142_R03C01_Grn.idat	TCGA-LUSC
TCGA-34-5241-01A-01D-1440-05	6055424086_R01C02_Red.idat	TCGA-LUSC
TCGA-77-A5GA-01A-11D-A27L-05	9283265144_R05C02_Red.idat	TCGA-LUSC
TCGA-J1-A4AH-01A-31D-A24I-05	8784241001_R03C01_Grn.idat	TCGA-LUSC
TCGA-63-A5MH-01A-12D-A27L-05	9283265142_R02C01_Red.idat	TCGA-LUSC
TCGA-NC-A5HO-01A-11D-A26N-05	9305216074_R06C02_Red.idat	TCGA-LUSC
TCGA-43-5670-01A-21D-2123-05	6929742073_R03C01_Red.idat	TCGA-LUSC
TCGA-90-A4EE-01A-11D-A258-05	8784241020_R03C01_Grn.idat	TCGA-LUSC
TCGA-90-A4ED-01A-31D-A258-05	8784241020_R01C01_Grn.idat	TCGA-LUSC
TCGA-60-2697-01A-11D-2123-05	6929742073_R06C01_Grn.idat	TCGA-LUSC
TCGA-85-8276-01A-11D-2294-05	6285633054_R02C01_Grn.idat	TCGA-LUSC
TCGA-33-4582-01A-01D-1440-05	6055424084_R01C02_Red.idat	TCGA-LUSC
TCGA-58-A46L-01A-11D-A24I-05	8784241001_R01C02_Grn.idat	TCGA-LUSC
TCGA-85-7844-01A-11D-2123-05	6929742070_R02C01_Grn.idat	TCGA-LUSC
TCGA-22-4613-11A-01D-1440-05	6055424076_R04C01_Grn.idat	TCGA-LUSC
TCGA-98-7454-01A-11D-2043-05	6285633079_R06C01_Red.idat	TCGA-LUSC
TCGA-98-A53A-01A-11D-A25R-05	8784241130_R06C01_Grn.idat	TCGA-LUSC
TCGA-39-5021-11A-01D-1440-05	6055424076_R04C02_Red.idat	TCGA-LUSC
TCGA-33-A5GW-01A-11D-A27L-05	9283265142_R05C01_Grn.idat	TCGA-LUSC
TCGA-63-A5MR-01A-31D-A27L-05	9283265144_R04C02_Grn.idat	TCGA-LUSC
TCGA-22-4599-11A-01D-1440-05	6055424084_R06C02_Red.idat	TCGA-LUSC
TCGA-22-5483-01A-01D-1818-05	6057825048_R01C01_Red.idat	TCGA-LUSC
TCGA-56-7731-01A-11D-2123-05	6929742073_R03C02_Red.idat	TCGA-LUSC
TCGA-63-A5M9-01A-11D-A26N-05	9305216133_R02C01_Grn.idat	TCGA-LUSC
TCGA-33-4586-01A-01D-1440-05	6055424086_R02C02_Red.idat	TCGA-LUSC
TCGA-39-5011-11A-01D-1440-05	6055424084_R01C01_Red.idat	TCGA-LUSC
TCGA-56-7222-01A-11D-2043-05	6285633073_R06C02_Grn.idat	TCGA-LUSC
TCGA-34-A5IX-01A-12D-A27L-05	9283265142_R03C02_Red.idat	TCGA-LUSC
TCGA-68-8251-01A-11D-2294-05	6285633040_R05C01_Red.idat	TCGA-LUSC
TCGA-33-AASB-01A-11D-A408-05	3999492078_R02C02_Grn.idat	TCGA-LUSC
TCGA-22-4613-01A-01D-1440-05	6055424054_R04C01_Grn.idat	TCGA-LUSC
TCGA-43-3920-11B-01D-1551-05	6042316106_R03C02_Red.idat	TCGA-LUSC
TCGA-NC-A5HN-01A-11D-A26N-05	9305216126_R02C01_Grn.idat	TCGA-LUSC
TCGA-56-7221-01A-11D-2043-05	6285633083_R01C01_Red.idat	TCGA-LUSC
TCGA-39-5016-11A-01D-1440-05	6055424076_R06C02_Red.idat	TCGA-LUSC
TCGA-NC-A5HG-01A-11D-A26N-05	9305216121_R03C01_Grn.idat	TCGA-LUSC
TCGA-56-A4ZK-01A-11D-A25R-05	8784241132_R01C01_Grn.idat	TCGA-LUSC
TCGA-22-5482-01A-01D-1633-05	6042308087_R01C02_Red.idat	TCGA-LUSC
TCGA-22-4593-01A-21D-1818-05	6057825034_R03C02_Grn.idat	TCGA-LUSC
TCGA-22-5485-01A-01D-1633-05	6042308078_R06C01_Grn.idat	TCGA-LUSC
TCGA-85-6561-01A-11D-1818-05	6057825101_R01C01_Red.idat	TCGA-LUSC
TCGA-85-A4JC-01A-11D-A258-05	8784241020_R04C02_Grn.idat	TCGA-LUSC
TCGA-22-5472-01A-01D-1633-05	6042308078_R05C01_Red.idat	TCGA-LUSC
TCGA-56-5898-01A-11D-1633-05	6042308120_R05C02_Grn.idat	TCGA-LUSC
TCGA-77-7142-01A-11D-2043-05	6285633079_R01C01_Red.idat	TCGA-LUSC
TCGA-77-A5FZ-01A-31D-A27L-05	9283265127_R05C02_Red.idat	TCGA-LUSC
TCGA-39-5036-11A-01D-1440-05	6055424084_R02C02_Grn.idat	TCGA-LUSC
TCGA-NC-A5HO-01A-11D-A26N-05	9305216074_R06C02_Grn.idat	TCGA-LUSC
TCGA-43-A475-01A-11D-A24I-05	8784241001_R01C01_Red.idat	TCGA-LUSC
TCGA-85-8350-01A-11D-2294-05	6285633054_R01C01_Red.idat	TCGA-LUSC
TCGA-18-5595-01A-01D-1633-05	6042308087_R03C02_Red.idat	TCGA-LUSC
TCGA-33-4566-11A-01D-1440-05	6055424086_R01C01_Red.idat	TCGA-LUSC
TCGA-34-5232-01A-21D-1818-05	6057825034_R05C01_Grn.idat	TCGA-LUSC
TCGA-21-5787-01A-01D-1633-05	6042308087_R04C01_Grn.idat	TCGA-LUSC
TCGA-68-7756-01A-11D-2123-05	6929742070_R03C02_Grn.idat	TCGA-LUSC
TCGA-43-6771-01A-11D-1818-05	6057825048_R03C01_Grn.idat	TCGA-LUSC
TCGA-NK-A7XE-01A-12D-A408-05	3999492078_R05C02_Red.idat	TCGA-LUSC
TCGA-85-A5B5-01A-21D-A26N-05	9305216074_R04C02_Red.idat	TCGA-LUSC
TCGA-98-8021-01A-11D-2245-05	6264488074_R04C02_Grn.idat	TCGA-LUSC
TCGA-85-8350-01A-11D-2294-05	6285633054_R01C01_Grn.idat	TCGA-LUSC
TCGA-56-A4ZK-01A-11D-A25R-05	8784241132_R01C01_Red.idat	TCGA-LUSC
TCGA-77-7141-01A-11D-2043-05	6285633073_R04C02_Grn.idat	TCGA-LUSC
TCGA-63-A5MU-01A-11D-A26N-05	9305216121_R06C01_Red.idat	TCGA-LUSC
TCGA-77-7338-01A-11D-2043-05	6285633079_R02C01_Grn.idat	TCGA-LUSC
TCGA-90-7766-01A-21D-2123-05	6929742075_R01C01_Grn.idat	TCGA-LUSC
TCGA-56-5897-01A-11D-1633-05	6042308087_R05C02_Grn.idat	TCGA-LUSC
TCGA-52-7811-01A-11D-2123-05	6929742073_R05C01_Grn.idat	TCGA-LUSC
TCGA-85-7843-01A-11D-2123-05	6929742073_R04C02_Red.idat	TCGA-LUSC
TCGA-33-4586-11A-01D-1440-05	6055424054_R03C02_Grn.idat	TCGA-LUSC
TCGA-39-5011-01A-01D-1440-05	6055424084_R06C01_Grn.idat	TCGA-LUSC
TCGA-98-8020-01A-11D-2245-05	6264488071_R02C01_Grn.idat	TCGA-LUSC
TCGA-77-8145-01A-11D-2245-05	6264488074_R03C02_Grn.idat	TCGA-LUSC
TCGA-22-A5C4-01A-12D-A27L-05	9283265142_R01C01_Red.idat	TCGA-LUSC
TCGA-XC-AA0X-01A-32D-A408-05	3999492078_R01C01_Grn.idat	TCGA-LUSC
TCGA-39-5036-01A-01D-1440-05	6055424086_R04C02_Grn.idat	TCGA-LUSC
TCGA-63-7020-01A-11D-1947-05	6264496026_R04C01_Grn.idat	TCGA-LUSC
TCGA-33-6738-01A-11D-1947-05	6264496026_R03C01_Red.idat	TCGA-LUSC
TCGA-98-A53C-01A-11D-A25R-05	8784241048_R03C02_Grn.idat	TCGA-LUSC
TCGA-85-8288-01A-11D-2294-05	6285633040_R04C02_Red.idat	TCGA-LUSC
TCGA-22-4605-01A-21D-2123-05	6929742075_R02C01_Red.idat	TCGA-LUSC
TCGA-39-5028-01A-01D-1440-05	6055424076_R02C01_Red.idat	TCGA-LUSC
TCGA-77-8144-01A-11D-2245-05	6264488074_R04C01_Grn.idat	TCGA-LUSC
TCGA-39-5039-01A-01D-1440-05	6055424040_R02C01_Red.idat	TCGA-LUSC
TCGA-68-A59J-01A-21D-A26N-05	9305216121_R01C02_Red.idat	TCGA-LUSC
TCGA-98-A53D-01A-32D-A26N-05	9305216159_R03C01_Grn.idat	TCGA-LUSC
TCGA-37-A5EM-01A-21D-A27L-05	9283265144_R01C01_Red.idat	TCGA-LUSC
TCGA-33-AAS8-01A-11D-A408-05	3999492078_R05C01_Grn.idat	TCGA-LUSC
TCGA-MF-A522-01A-11D-A25R-05	8784241048_R02C02_Red.idat	TCGA-LUSC
TCGA-63-7021-01A-11D-1947-05	6264496026_R02C01_Red.idat	TCGA-LUSC
TCGA-34-5236-01A-21D-1818-05	6057825034_R06C01_Red.idat	TCGA-LUSC
TCGA-56-8308-01A-11D-2294-05	6285633040_R02C02_Red.idat	TCGA-LUSC
TCGA-33-AASI-01A-22D-A408-05	3999492078_R03C02_Grn.idat	TCGA-LUSC
TCGA-33-AASJ-01A-11D-A408-05	3999492078_R01C02_Red.idat	TCGA-LUSC
TCGA-85-A512-01A-11D-A26N-05	9305216159_R01C01_Grn.idat	TCGA-LUSC
TCGA-63-5128-01A-01D-1440-05	6055424054_R01C01_Red.idat	TCGA-LUSC
TCGA-56-6545-01A-11D-1818-05	6057825048_R06C02_Grn.idat	TCGA-LUSC
TCGA-77-8156-01A-11D-2245-05	6264488074_R06C02_Red.idat	TCGA-LUSC
TCGA-NC-A5HQ-01A-11D-A26N-05	9305216133_R06C02_Grn.idat	TCGA-LUSC
TCGA-39-5021-01A-01D-1440-05	6055424040_R03C01_Grn.idat	TCGA-LUSC
TCGA-LA-A446-01A-21D-A258-05	8784241020_R03C02_Grn.idat	TCGA-LUSC
TCGA-94-A5I6-01A-21D-A27L-05	9283265142_R06C02_Red.idat	TCGA-LUSC
TCGA-43-6773-01A-41D-1947-05	6264496026_R04C02_Red.idat	TCGA-LUSC
TCGA-33-A5GW-01A-11D-A27L-05	9283265142_R05C01_Red.idat	TCGA-LUSC
TCGA-37-A5EM-01A-21D-A27L-05	9283265144_R01C01_Grn.idat	TCGA-LUSC
TCGA-33-4589-11A-01D-1440-05	6055424054_R05C02_Red.idat	TCGA-LUSC
TCGA-22-5480-01A-01D-1633-05	6042308078_R04C02_Red.idat	TCGA-LUSC
TCGA-85-8352-01A-31D-2324-05	7786923103_R04C02_Grn.idat	TCGA-LUSC
TCGA-33-A4WN-01A-11D-A25R-05	8784241130_R05C02_Red.idat	TCGA-LUSC
TCGA-56-8623-01A-11D-2398-05	8784225109_R02C01_Grn.idat	TCGA-LUSC
TCGA-34-5231-01A-21D-1818-05	6057825034_R04C01_Red.idat	TCGA-LUSC
TCGA-56-A49D-01A-11D-A24I-05	8784241001_R05C01_Grn.idat	TCGA-LUSC
TCGA-43-A475-01A-11D-A24I-05	8784241001_R01C01_Grn.idat	TCGA-LUSC
TCGA-56-8305-01A-11D-2294-05	6285633040_R06C02_Grn.idat	TCGA-LUSC
TCGA-33-4587-01A-11D-2123-05	6929742073_R01C02_Grn.idat	TCGA-LUSC
TCGA-85-8481-01A-11D-2324-05	7786923103_R02C01_Grn.idat	TCGA-LUSC
TCGA-56-8308-01A-11D-2294-05	6285633040_R02C02_Grn.idat	TCGA-LUSC
TCGA-18-5592-11A-11D-1633-05	6042308120_R03C02_Red.idat	TCGA-LUSC
TCGA-85-8071-01A-11D-2245-05	6264488071_R04C01_Grn.idat	TCGA-LUSC
TCGA-90-7767-01A-11D-2123-05	6929742070_R04C02_Grn.idat	TCGA-LUSC
TCGA-77-A5G6-01A-11D-A27L-05	9283265142_R05C02_Red.idat	TCGA-LUSC
TCGA-63-6202-01A-11D-1818-05	6057825101_R06C01_Grn.idat	TCGA-LUSC
TCGA-85-8666-01A-11D-2398-05	8784225054_R03C02_Grn.idat	TCGA-LUSC
TCGA-52-7812-01A-11D-2123-05	6929742070_R01C01_Red.idat	TCGA-LUSC
TCGA-90-7964-01A-21D-2185-05	7786923091_R04C01_Grn.idat	TCGA-LUSC
TCGA-56-8503-01A-11D-2398-05	8784225054_R04C01_Grn.idat	TCGA-LUSC
TCGA-63-A5ML-01A-31D-A27L-05	9283265144_R02C01_Red.idat	TCGA-LUSC
TCGA-85-A511-01A-21D-A25R-05	8784241048_R06C02_Grn.idat	TCGA-LUSC
TCGA-34-5927-01A-11D-1818-05	6057825101_R04C01_Red.idat	TCGA-LUSC
TCGA-37-A5EN-01A-21D-A26N-05	9305216126_R03C01_Grn.idat	TCGA-LUSC
TCGA-56-7582-01A-11D-2043-05	6285633079_R03C02_Grn.idat	TCGA-LUSC
TCGA-77-8145-01A-11D-2245-05	6264488074_R03C02_Red.idat	TCGA-LUSC
TCGA-90-A4EE-01A-11D-A258-05	8784241020_R03C01_Red.idat	TCGA-LUSC
TCGA-33-AASL-01A-11D-A408-05	3999492078_R03C01_Grn.idat	TCGA-LUSC
TCGA-43-5668-11A-01D-1633-05	6042308120_R01C01_Grn.idat	TCGA-LUSC
TCGA-NC-A5HE-01A-11D-A26N-05	9305216133_R03C02_Red.idat	TCGA-LUSC
TCGA-68-7756-01A-11D-2123-05	6929742070_R03C02_Red.idat	TCGA-LUSC
TCGA-22-5485-11A-01D-1633-05	6042308078_R02C01_Grn.idat	TCGA-LUSC
TCGA-56-A4BW-01A-11D-A24I-05	8784241001_R04C02_Grn.idat	TCGA-LUSC
TCGA-77-8131-01A-11D-2245-05	6264488071_R03C02_Grn.idat	TCGA-LUSC
TCGA-NC-A5HM-01A-12D-A26N-05	9305216126_R06C01_Red.idat	TCGA-LUSC
TCGA-77-7142-01A-11D-2043-05	6285633079_R01C01_Grn.idat	TCGA-LUSC
TCGA-39-5011-01A-01D-1440-05	6055424084_R06C01_Red.idat	TCGA-LUSC
TCGA-85-8664-01A-11D-2398-05	8784225054_R01C01_Red.idat	TCGA-LUSC
TCGA-77-8133-01A-12D-2245-05	6264488071_R04C02_Grn.idat	TCGA-LUSC
TCGA-43-6143-01A-11D-1818-05	6057825034_R02C01_Red.idat	TCGA-LUSC
TCGA-77-A5GH-01A-11D-A27L-05	9283265142_R02C02_Grn.idat	TCGA-LUSC
TCGA-58-A46J-01A-11D-A24I-05	8784241001_R06C01_Red.idat	TCGA-LUSC
TCGA-77-A5G8-01B-11D-A27L-05	9283265144_R01C02_Grn.idat	TCGA-LUSC
TCGA-94-A4VJ-01A-11D-A258-05	8784241020_R02C01_Red.idat	TCGA-LUSC
TCGA-22-5485-01A-01D-1633-05	6042308078_R06C01_Red.idat	TCGA-LUSC
TCGA-43-7657-01A-31D-2123-05	6929742070_R01C02_Red.idat	TCGA-LUSC
TCGA-43-6143-01A-11D-1818-05	6057825034_R02C01_Grn.idat	TCGA-LUSC
TCGA-22-4601-11A-01D-1440-05	6055424084_R05C01_Grn.idat	TCGA-LUSC
TCGA-85-8580-01A-31D-2398-05	8784225054_R02C01_Grn.idat	TCGA-LUSC
TCGA-85-A50Z-01A-21D-A25R-05	8784241130_R04C02_Red.idat	TCGA-LUSC
TCGA-85-A53L-01A-21D-A26N-05	9305216133_R06C01_Grn.idat	TCGA-LUSC
TCGA-77-A5GF-01A-21D-A27L-05	9283265142_R04C01_Red.idat	TCGA-LUSC
TCGA-56-8082-01A-11D-2245-05	6264488072_R06C01_Red.idat	TCGA-LUSC
TCGA-L3-A4E7-01A-11D-A258-05	8784241020_R02C02_Red.idat	TCGA-LUSC
TCGA-77-7465-01A-11D-2043-05	6285633079_R04C01_Red.idat	TCGA-LUSC
TCGA-43-A56V-01A-11D-A26N-05	9305216074_R02C02_Grn.idat	TCGA-LUSC
TCGA-85-7699-01A-11D-2123-05	6929742073_R04C01_Grn.idat	TCGA-LUSC
TCGA-18-3417-11A-01D-1440-05	6055424054_R04C02_Grn.idat	TCGA-LUSC
TCGA-39-5019-01A-01D-1818-05	6057825048_R05C01_Grn.idat	TCGA-LUSC
TCGA-94-A5I4-01A-11D-A26N-05	9305216126_R06C02_Red.idat	TCGA-LUSC
TCGA-94-7943-01A-11D-2185-05	7786923091_R05C01_Grn.idat	TCGA-LUSC
TCGA-85-8277-01A-11D-2294-05	6285633054_R02C02_Red.idat	TCGA-LUSC
TCGA-77-A5G3-01A-31D-A27L-05	9283265142_R01C02_Red.idat	TCGA-LUSC
